"PlayerID","Player","POS.","AGE","BATS","THROWS","FROM","TO","YRS","DOLLARS","AVG..SALARY","IP","ERA","WHIP","W","SV","WAR","dummy_Pos","dummy_Years","contract_value","dummy_salary","dummy_Age","PosNumber"
346,"Daniel Norris","RP",28.8,"L","L","MIL","CHC",1,"$1,750,000 ","1750000",57,6.16,1.49,2,1,-0.32,1,1,1750000,1,2,1
352,"Danny Duffy","SP",33.2,"L","L","LAD","LAD",1,"$3,000,000 ","3e+06",61,2.51,1.21,4,0,2.07,1,1,3e+06,1,2,1
376,"David Robertson","RP",36.9,"R","R","TB","CHC",1,"$3,500,000 ","3500000",12,4.5,1.25,0,0,-0.11,1,1,3500000,1,3,1
418,"Drew Smyly","SP",32.8,"L","L","ATL","CHC",1,"$5,250,000 ","5250000",126.7,4.48,1.37,11,0,0.78,1,1,5250000,3,2,1
425,"Dylan Bundy","SP",29,"","R","LAA","MIN",1,"$5,000,000 ","5e+06",90.7,6.06,1.36,2,0,-0.29,1,1,5e+06,2,2,1
439,"Eduardo Rodriguez","SP",28.6,"L","L","BOS","DET",5,"$77,000,000 ","15400000",157.7,4.74,1.39,13,0,1.75,1,2,15400000,3,2,1
499,"Garrett Richards","SP",33.8,"R","R","BOS","TEX",1,"$5,500,000 ","5500000",136.7,4.87,1.6,7,0,0.28,1,1,5500000,3,2,1
536,"Heath Hembree","RP",33.2,"R","R","NYM","PIT",1,"$2,125,000 ","2125000",58,5.59,1.19,2,9,-0.54,1,1,2125000,1,2,1
537,"Hector Neris","RP",32.4,"R","R","PHI","HOU",2,"$17,000,000 ","8500000",74.3,3.63,1.17,4,12,1.18,1,2,8500000,3,2,1
551,"Hunter Strickland","RP",33.4,"R","R","MIL","CIN",1,"$1,825,000 ","1825000",58.7,2.61,1.16,3,0,0.3,1,1,1825000,1,2,1
559,"Ian Kennedy","RP",37.2,"R","R","PHI","ARI",1,"$4,750,000 ","4750000",56.3,3.2,1.1,3,27,1.14,1,1,4750000,2,3,1
605,"Jake Diekman","RP",35.1,"L","L","OAK","BOS",2,"$8,000,000 ","4e+06",60.7,3.86,1.34,3,7,0.36,1,2,4e+06,2,3,1
629,"James Paxton","SP",33,"L","L","SEA","BOS",1,"$10,000,000 ","1e+07",1.3,6.75,0.75,0,0,-0.01,1,1,1e+07,3,2,1
641,"Jason Adam","RP",30.6,"R","R","CHC","TB",1,"$900,000 ","9e+05",10.7,5.91,1.5,1,0,-0.1,1,1,9e+05,1,2,1
665,"Jesse Chavez","RP",38.5,"R","R","ATL","CHC",1,"$1,250,000 ","1250000",33.7,2.14,0.98,3,0,1.12,1,1,1250000,1,3,1
672,"Jeurys Familia","RP",32.4,"R","R","NYM","PHI",1,"$6,000,000 ","6e+06",59.3,3.94,1.42,9,1,0.02,1,1,6e+06,3,2,1
676,"Jhoulys Chacin","SP",33.8,"R","R","COL","COL",1,"$1,250,000 ","1250000",64.3,4.34,1.26,3,0,0.65,1,1,1250000,1,2,1
680,"Jimmy Nelson","RP",32.8,"R","R","LAD","LAD",1,"$700,000 ","7e+05",29,1.86,0.93,1,0,0.93,1,1,7e+05,1,2,1
689,"Joe Kelly","RP",33.8,"R","R","LAD","CHW",2,"$17,000,000 ","8500000",44,2.86,0.98,2,2,0.7,1,2,8500000,3,2,1
695,"Joe Smith","RP",37.9,"R","R","SEA","MIN",1,"$2,500,000 ","2500000",39.7,4.99,1.39,4,0,-0.49,1,1,2500000,1,3,1
697,"Joely Rodriguez","RP",29.9,"L","L","NYY","NYY",1,"$2,500,000 ","2500000",46.3,4.66,1.53,2,1,-0.63,1,1,2500000,1,2,1
709,"John Curtiss","RP",29,"R","R","MIL","NYM",1,"$770,000 ","770000",44.3,3.45,1.22,3,0,0.92,1,1,770000,1,2,1
720,"Jon Gray","SP",30,"R","R","COL","TEX",4,"$56,000,000 ","1.4e+07",149,4.59,1.33,8,0,1.48,1,2,1.4e+07,3,2,1
736,"Jordan Lyles","SP",31.1,"R","R","TEX","BAL",1,"$7,000,000 ","7e+06",180,5.15,1.39,10,0,-0.07,1,1,7e+06,3,2,1
792,"Jose Quintana","SP",32.8,"R","L","SF","PIT",1,"$2,000,000 ","2e+06",63,6.43,1.73,0,0,-0.88,1,1,2e+06,1,2,1
831,"Kendall Graveman","RP",30.9,"R","R","HOU","CHW",3,"$24,000,000 ","8e+06",56,1.77,0.98,5,10,1.67,1,2,8e+06,3,2,1
832,"Kenley Jansen","RP",34.4,"","R","LAD","ATL",1,"$16,000,000 ","1.6e+07",69,2.22,1.04,4,38,2.29,1,1,1.6e+07,3,3,1
841,"Kevin Gausman","SP",30.8,"L","R","SF","TOR",5,"$110,000,000 ","2.2e+07",192,2.81,1.04,14,0,5.11,1,2,2.2e+07,3,2,1
917,"Luis A. Garcia","RP",34.8,"R","R","STL","SD",2,"$7,000,000 ","3500000",33.3,3.24,0.99,1,2,0.35,1,2,3500000,1,3,1
1762,"Luis A. Garcia","RP",34.8,"R","R","STL","SD",2,"$7,000,000 ","3500000",33.3,3.24,0.99,1,2,0.35,1,2,3500000,1,3,1
917,"Luis A. Garcia","RP",34.8,"R","R","STL","SD",2,"$7,000,000 ","3500000",33.3,3.24,0.99,1,2,0.35,1,2,3500000,1,3,1
1762,"Luis A. Garcia","RP",34.8,"R","R","STL","SD",2,"$7,000,000 ","3500000",33.3,3.24,0.99,1,2,0.35,1,2,3500000,1,3,1
959,"Marcus Stroman","SP",30.6,"R","R","NYM","CHC",3,"$71,000,000 ","23666667",179,3.02,1.15,10,0,3.36,1,2,23666667,3,2,1
962,"Mark Melancon","RP",36.7,"R","R","SD","ARI",2,"$14,000,000 ","7e+06",64.7,2.23,1.22,4,39,2.13,1,2,7e+06,3,3,1
965,"Martin Perez","SP",30.9,"L","L","BOS","TEX",1,"$4,000,000 ","4e+06",114,4.74,1.51,7,0,0.51,1,1,4e+06,2,2,1
989,"Matthew Boyd","SP",31.1,"L","L","DET","SF",1,"$5,200,000 ","5200000",78.7,3.89,1.27,3,0,1.35,1,1,5200000,3,2,1
985,"Matt Strahm","RP",30.3,"R","L","SD","BOS",1,"$3,000,000 ","3e+06",6.7,8.1,2.4,0,0,-0.18,1,1,3e+06,1,2,1
997,"Max Scherzer","SP",37.3,"R","R","LAD","NYM",3,"$130,000,000 ","43333333",179.3,2.46,0.86,15,0,3.24,1,2,43333333,3,3,1
1010,"Michael Lorenzen","SP",29.8,"R","R","CIN","LAA",1,"$6,750,000 ","6750000",29,5.59,1.38,1,0,-0.06,1,1,6750000,3,2,1
1011,"Michael Pineda","SP",33.2,"R","R","MIN","DET",1,"$5,500,000 ","5500000",109.3,3.62,1.24,9,0,1.55,1,1,5500000,3,2,1
1014,"Michael Wacha","SP",30.3,"R","R","TB","BOS",1,"$7,000,000 ","7e+06",124.7,5.05,1.31,3,0,-0.61,1,1,7e+06,3,2,1
1050,"Mychal Givens","RP",31.8,"R","R","CIN","CHC",1,"$5,000,000 ","5e+06",51,3.35,1.37,4,8,1.11,1,1,5e+06,2,2,1
1083,"Nick Wittgren","RP",30.8,"R","R","CLE","STL",1,"$1,200,000 ","1200000",62.3,5.05,1.24,2,1,-0.03,1,1,1200000,1,2,1
1089,"Noah Syndergaard","SP",29.2,"L","R","NYM","LAA",1,"$21,000,000 ","2.1e+07",2,9,1.5,0,0,-0.1,1,1,2.1e+07,3,2,1
1147,"Raisel Iglesias","RP",31.8,"R","R","LAA","LAA",4,"$58,000,000 ","14500000",70,2.57,0.93,7,34,2.79,1,2,14500000,3,2,1
1168,"Rich Hill","SP",41.7,"L","L","NYM","BOS",1,"$5,000,000 ","5e+06",158.7,3.86,1.21,7,0,0.78,1,1,5e+06,2,3,1
1181,"Robbie Ray","SP",30.1,"L","L","TOR","SEA",5,"$115,000,000 ","2.3e+07",193.3,2.84,1.05,13,0,6.59,1,2,2.3e+07,3,2,1
1225,"Ryan Tepera","RP",34.3,"R","R","CHW","LAA",2,"$14,000,000 ","7e+06",61.3,2.79,0.88,0,2,1.1,1,2,7e+06,3,3,1
1257,"Sean Doolittle","RP",35.4,"L","L","SEA","WSH",1,"$1,500,000 ","1500000",49.7,4.53,1.47,3,1,0.65,1,1,1500000,1,3,1
1307,"Steve Cishek","RP",35.7,"R","R","LAA","WSH",1,"$1,750,000 ","1750000",68.3,3.42,1.49,0,0,1.16,1,1,1750000,1,3,1
1310,"Steven Matz","SP",30.4,"R","L","TOR","STL",4,"$44,000,000 ","1.1e+07",150.7,3.82,1.33,14,0,2.07,1,2,1.1e+07,3,2,1
1326,"Taylor Clarke","RP",28.5,"R","R","ARI","KC",1,"$975,000 ","975000",43.3,4.99,1.52,1,0,0.02,1,1,975000,1,2,1
1397,"Tyler Anderson","SP",32.2,"L","L","SEA","LAD",1,"$8,000,000 ","8e+06",167,4.53,1.25,7,0,1.36,1,1,8e+06,3,2,1
1474,"Yimi Garcia","RP",31.2,"R","R","HOU","TOR",2,"$11,000,000 ","5500000",57.7,4.21,1.16,4,15,0.8,1,2,5500000,3,2,1
1486,"Yusei Kikuchi","SP",30.7,"L","L","SEA","TOR",3,"$36,000,000 ","1.2e+07",157,4.41,1.32,7,0,1.73,1,2,1.2e+07,3,2,1
1491,"Zach Davies","SP",29.1,"R","R","CHC","ARI",1,"$4,500,000 ","4500000",148,5.78,1.6,6,0,-0.95,1,1,4500000,2,2,1
1502,"Zack Greinke","SP",38.3,"R","R","HOU","KC",1,"$13,000,000 ","1.3e+07",171,4.16,1.17,11,0,1.19,1,1,1.3e+07,3,3,1
30,"Adam Ottavino","RP",37,"","R","NYM","NYM",2,"$14,500,000 ","$7,250,000 ",65.7,2.06,0.98,5,3,2.14,1,2,7250000,3,3,1
83,"Andrew Chafin","RP",32.6,"R","L","DET","ARI",1,"$6,250,000 ","$6,250,000 ",57.3,2.83,1.17,2,3,0.29,1,1,6250000,3,2,1
84,"Andrew Heaney","SP",31.5,"L","L","LAD","TEX",2,"$25,000,000 ","$12,500,000 ",72.7,3.1,1.09,4,0,0.83,1,2,12500000,3,2,1
123,"Aroldis Chapman","RP",34.8,"L","L","NYY","KC",1,"$3,750,000 ","$3,750,000 ",36.3,4.46,1.43,4,9,-0.25,1,1,3750000,1,3,1
165,"Brad Boxberger","RP",34.5,"R","R","MIL","CHC",1,"$2,800,000 ","$2,800,000 ",64,2.95,1.23,4,1,1,1,1,2800000,1,3,1
167,"Brad Hand","RP",32.9,"L","L","PHI","COL",1,"$2,000,000 ","$2,000,000 ",45,2.8,1.33,3,5,0.91,1,1,2e+06,1,2,1
238,"Carlos Estevez","RP",29.9,"R","R","COL","LAA",2,"$13,500,000 ","$6,750,000 ",57,3.47,1.18,4,2,1.15,1,2,6750000,3,2,1
250,"Chad Green","RP",31.7,"L","R","NYY","TOR",2,"$8,500,000 ","$4,250,000 ",15,3,1.2,1,1,0.06,1,2,4250000,2,2,1
268,"Chris Devenski","RP",32.8,"R","R","LAA","TB",1,"$720,000 ","$720,000 ",14.7,8.59,1.5,2,0,-0.36,1,1,720000,1,2,1
272,"Chris Martin","RP",36.5,"R","R","LAD","BOS",2,"$13,500,000 ","$6,750,000 ",56,3.05,0.98,4,2,0.02,1,2,6750000,3,3,1
287,"Clayton Kershaw","SP",34.7,"L","L","LAD","LAD",1,"$20,000,000 ","$20,000,000 ",126.3,2.28,0.94,12,0,3.54,1,1,2e+07,3,3,1
315,"Corey Kluber","SP",36.7,"R","R","TB","BOS",1,"$10,000,000 ","$10,000,000 ",164,4.34,1.21,10,0,0.8,1,1,1e+07,3,3,1
321,"Craig Kimbrel","RP",34.5,"R","R","LAD","PHI",1,"$10,000,000 ","$10,000,000 ",60,3.75,1.32,6,22,0.12,1,1,1e+07,3,3,1
376,"David Robertson","RP",37.6,"R","R","PHI","NYM",1,"$10,000,000 ","$10,000,000 ",63.7,2.4,1.16,4,20,1.94,1,1,1e+07,3,3,1
418,"Drew Smyly","SP",33.5,"L","L","CHC","CHC",2,"$19,000,000 ","$9,500,000 ",106.3,3.47,1.19,7,0,1.86,1,2,9500000,3,2,1
442,"Edwin Diaz","RP",28.6,"R","R","NYM","NYM",5,"$102,000,000 ","$20,400,000 ",62,1.31,0.84,3,32,3.08,1,2,20400000,3,2,1
459,"Erasmo Ramirez","RP",32.6,"R","R","WSH","WSH",1,"$1,000,000 ","$1,000,000 ",86.3,2.92,1.08,4,0,1.36,1,1,1e+06,1,2,1
600,"Jake Brentz","RP",28.5,"L","L","KC","KC",2,"$1,900,000 ","$950,000 ",5.3,23.63,3.94,0,0,-1.31,1,2,950000,1,2,1
605,"Jake Diekman","RP",36.2,"L","L","CHW","TB",1,"$720,000 ","$720,000 ",57.7,4.99,1.63,5,1,0.26,1,1,720000,1,3,1
631,"Jameson Taillon","SP",31,"R","R","NYY","CHC",4,"$68,000,000 ","$17,000,000 ",177.3,3.91,1.13,13,0,1.36,1,2,1.7e+07,3,2,1
637,"Jarlin Garcia","RP",29.8,"L","L","SF","PIT",1,"$2,500,000 ","$2,500,000 ",65,3.74,1.2,1,1,0.38,1,1,2500000,1,2,1
672,"Jeurys Familia","RP",33.4,"R","R","ARI","OAK",1,"$1,500,000 ","$1,500,000 ",44.3,6.09,1.81,2,0,-0.57,1,1,1500000,1,2,1
697,"Joely Rodriguez","RP",31,"L","L","NYM","BOS",1,"$2,000,000 ","$2,000,000 ",50.3,4.47,1.35,2,0,-0.25,1,1,2e+06,1,2,1
717,"Johnny Cueto","SP",36.8,"R","R","CHW","MIA",1,"$8,500,000 ","$8,500,000 ",158.3,3.35,1.23,8,0,3.38,1,1,8500000,3,3,1
736,"Jordan Lyles","SP",32.2,"R","R","BAL","KC",2,"$17,000,000 ","$8,500,000 ",179,4.43,1.39,12,0,1.03,1,2,8500000,3,2,1
792,"Jose Quintana","SP",33.8,"R","L","STL","NYM",2,"$26,000,000 ","$13,000,000 ",165.7,2.93,1.21,6,0,1.98,1,2,1.3e+07,3,2,1
821,"Justin Wilson","RP",35.5,"L","L","CIN","MIL",1,"$1,000,000 ","$1,000,000 ",3.7,2.46,0.82,0,0,0.13,1,1,1e+06,1,3,1
832,"Kenley Jansen","RP",35.2,"","R","ATL","BOS",2,"$32,000,000 ","$16,000,000 ",64,3.38,1.05,5,41,0.89,1,2,1.6e+07,3,3,1
876,"Kyle Gibson","SP",35.1,"R","R","PHI","BAL",1,"$10,000,000 ","$10,000,000 ",167.7,5.05,1.34,10,0,0.67,1,1,1e+07,3,3,1
943,"Luke Weaver","SP",30,"R","R","CIN","SEA",1,"$720,000 ","$720,000 ",35.7,6.56,1.82,1,0,-0.41,1,1,720000,1,2,1
981,"Matt Moore","RP",33.6,"L","L","TEX","LAA",1,"$7,550,000 ","$7,550,000 ",74,1.95,1.18,5,5,2.3,1,1,7550000,3,2,1
985,"Matt Strahm","RP",31,"R","L","BOS","PHI",2,"$15,000,000 ","$7,500,000 ",44.7,3.83,1.23,4,4,0.19,1,2,7500000,3,2,1
1006,"Michael Fulmer","RP",29.8,"R","R","MIN","CHC",1,"$4,000,000 ","$4,000,000 ",63.7,3.39,1.37,5,3,0.36,1,1,4e+06,2,2,1
1010,"Michael Lorenzen","SP",30.9,"R","R","LAA","DET",1,"$8,500,000 ","$8,500,000 ",97.7,4.24,1.28,8,0,0.62,1,1,8500000,3,2,1
1014,"Michael Wacha","SP",31.6,"R","R","BOS","SD",4,"$26,000,000 ","$6,500,000 ",127.3,3.32,1.12,11,0,3.31,1,2,6500000,3,2,1
1020,"Miguel Castro","RP",27.9,"R","R","NYY","ARI",1,"$3,500,000 ","$3,500,000 ",29,4.03,1.45,5,0,-0.34,1,1,3500000,1,2,1
1050,"Mychal Givens","RP",32.6,"R","R","NYM","BAL",1,"$5,000,000 ","$5,000,000 ",61.3,3.38,1.32,7,2,0.96,1,1,5e+06,2,2,1
1089,"Noah Syndergaard","SP",30.2,"L","R","PHI","LAD",1,"$13,000,000 ","$13,000,000 ",134.7,3.94,1.26,10,0,1.08,1,1,1.3e+07,3,2,1
1138,"Pierce Johnson","RP",31.6,"R","R","SD","COL",1,"$5,000,000 ","$5,000,000 ",14.3,5.02,1.54,1,0,-0.03,1,1,5e+06,2,2,1
1144,"Rafael Montero","RP",32,"R","R","HOU","HOU",3,"$34,500,000 ","$11,500,000 ",68.3,2.37,1.02,5,14,1.22,1,2,11500000,3,2,1
1168,"Rich Hill","SP",42.8,"L","L","BOS","PIT",1,"$8,000,000 ","$8,000,000 ",124.3,4.27,1.3,8,0,0.85,1,1,8e+06,3,3,1
1200,"Ross Stripling","SP",33,"R","R","TOR","SF",2,"$25,000,000 ","$12,500,000 ",134.3,3.02,1.02,10,0,2.75,1,2,12500000,3,2,1
1230,"Ryan Yarbrough","SP",30.9,"R","L","TB","KC",1,"$3,000,000 ","$3,000,000 ",80,4.5,1.38,3,0,0.06,1,1,3e+06,1,2,1
1260,"Sean Manaea","SP",30.8,"R","L","SD","SF",2,"$25,000,000 ","$12,500,000 ",158,4.96,1.3,8,0,-1.18,1,2,12500000,3,2,1
1275,"Seth Lugo","SP",33.1,"R","R","NYM","SD",2,"$15,000,000 ","$7,500,000 ",65,3.6,1.17,4,0,0.74,1,2,7500000,3,2,1
1286,"Shelby Miller","RP",32.1,"R","R","SF","LAD",1,"$1,500,000 ","$1,500,000 ",7,6.43,1.29,0,0,-0.19,1,1,1500000,1,2,1
1318,"Taijuan Walker","SP",30.2,"R","R","NYM","PHI",4,"$72,000,000 ","$18,000,000 ",157.3,3.49,1.2,12,0,2.27,1,2,1.8e+07,3,2,1
1332,"Taylor Rogers","RP",32,"L","L","MIL","SF",3,"$33,000,000 ","$11,000,000 ",64.3,4.76,1.18,4,31,-0.19,1,2,1.1e+07,3,2,1
1380,"Trevor May","RP",33.2,"R","R","NYM","OAK",1,"$7,000,000 ","$7,000,000 ",25,5.04,1.44,2,1,-0.18,1,1,7e+06,3,2,1
1386,"Trevor Williams","RP",30.6,"R","R","NYM","WSH",2,"$13,000,000 ","$6,500,000 ",89.7,3.21,1.23,3,1,1.3,1,2,6500000,3,2,1
1434,"Wade Miley","SP",36.1,"L","L","CHC","MIL",1,"$4,500,000 ","$4,500,000 ",37,3.16,1.22,2,0,0.03,1,1,4500000,2,3,1
1491,"Zach Davies","SP",29.8,"R","R","ARI","ARI",1,"$5,000,000 ","$5,000,000 ",134.3,4.09,1.3,2,0,0.61,1,1,5e+06,2,2,1
1492,"Zach Eflin","SP",28.6,"R","R","PHI","TB",3,"$40,000,000 ","$13,333,333 ",75.7,4.04,1.12,3,0,0.94,1,2,13333333,3,2,1
1502,"Zack Greinke","SP",39.2,"R","R","KC","KC",1,"$8,500,000 ","$8,500,000 ",137,3.68,1.34,4,0,2.45,1,1,8500000,3,3,1
1607,"Jackson Stephens","RP",28.6,"R","R","ATL","ATL",1,"$740,000 ","$740,000 ",53.7,3.69,1.34,3,2,0.18,1,1,740000,1,2,1
1732,"Mike Clevinger","SP",31.9,"R","R","SD","CHW",1,"$12,000,000 ","$12,000,000 ",114.3,4.33,1.2,7,0,0.62,1,1,1.2e+07,3,2,1
1769,"Trevor Gott","RP",30.2,"R","R","MIL","SEA",1,"$1,200,000 ","$1,200,000 ",45.7,4.14,1.03,3,0,-0.03,1,1,1200000,1,2,1
1788,"Tommy Kahnle","RP",33.2,"R","R","LAD","NYY",2,"$11,500,000 ","$5,750,000 ",12.7,2.84,0.63,0,1,0.31,1,2,5750000,3,2,1
1862,"Robert Suarez","RP",31.7,"","","SD","SD",5,"$46,000,000 ","$9,200,000 ",47.7,2.27,1.05,5,1,1.36,1,2,9200000,3,2,1
1873,"Justin Verlander","SP",39.8,"R","R","HOU","NYM",2,"$86,666,666 ","$43,333,333 ",175,1.75,0.83,18,0,5.5,1,2,43333333,3,3,1
2043,"Vincent Velasquez","SP",30.4,"R","R","CHW","PIT",1,"$3,150,000 ","$3,150,000 ",75.3,4.78,1.24,3,0,0.23,1,1,3150000,1,2,1
1397,"Tyler Anderson","SP",32.8,"L","L","LAD","LAA",3,"$39,000,000 ","$13,000,000 ",178.7,2.57,1,15,0,4.26,1,2,1.3e+07,3,2,1
267,"Chris Bassitt","SP",33.8,"R","R","NYM","TOR",3,"$63,000,000 ","$21,000,000 ",181.7,3.42,1.15,15,0,3.18,1,2,2.1e+07,3,2,1
989,"Matthew Boyd","SP",31.8,"L","L","SEA","DET",1,"$10,000,000 ","$10,000,000 ",13.3,1.35,0.98,2,0,0.43,1,1,1e+07,3,2,1
595,"Jacob deGrom","SP",34.4,"L","R","NYM","TEX",5,"$185,000,000 ","$37,000,000 ",64.3,3.08,0.75,5,0,1.42,1,2,3.7e+07,3,3,1
1055,"Nathan Eovaldi","SP",32.8,"R","R","BOS","TEX",2,"$34,000,000 ","$17,000,000 ",109.3,3.87,1.24,6,0,1.13,1,2,1.7e+07,3,2,1
965,"Martin Perez","SP",31.6,"L","L","TEX","TEX",1,"$19,650,000 ","$19,650,000 ",196.3,2.89,1.26,12,0,5.17,1,1,19650000,3,2,1
241,"Carlos Rodon","SP",30,"L","L","SF","NYY",6,"$162,000,000 ","$27,000,000 ",178,2.88,1.03,14,0,5.31,1,2,2.7e+07,3,2,1
1448,"Will M. Smith","RP",33.6,"R","L","HOU","TEX",1,"$1,500,000 ","$1,500,000 ",59,3.97,1.41,0,5,-0.67,1,1,1500000,1,2,1
